label,text,source
ham,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL",sms_spam
ham,Yeah confirmed for you staying at  that weekend,sms_spam
ham,They said ü dun haf passport or smth like dat.. Or ü juz send to my email account..  ,sms_spam
ham,"Multiply the numbers independently and count decimal points then, for the division, push the decimal places like i showed you.",sms_spam
ham,"Have a lovely night and when you wake up to see this message, i hope you smile knowing all is as should be. Have a great morning",sms_spam
ham,Ard 4 lor...,sms_spam
ham,You are right. Meanwhile how's project twins comin up,sms_spam
ham,I sent your maga that money yesterday oh.,sms_spam
spam,Hi 07734396839 IBH Customer Loyalty Offer: The NEW NOKIA6600 Mobile from ONLY £10 at TXTAUCTION!Txt word:START to No:81151 & get Yours Now!4T&,sms_spam
ham,Heart is empty without love.. Mind is empty without wisdom.. Eyes r empty without dreams &amp; Life is empty without frnds.. So Alwys Be In Touch. Good night &amp; sweet dreams,sms_spam
spam,I am hot n horny and willing I live local to you - text a reply to hear strt back from me 150p per msg Netcollex LtdHelpDesk: 02085076972 reply Stop to end,sms_spam
ham,Our ride equally uneventful - not too many of those pesky cyclists around at that time of night ;).,sms_spam
ham,If you were/are free i can give. Otherwise nalla adi entey nattil kittum,sms_spam
ham,I've sent my wife your text. After we buy them she'll tell you what to do. So just relax. We should go get them this wkend.,sms_spam
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,sms_spam
ham,How much would it cost to hire a hitman,sms_spam
ham,I anything lor...,sms_spam
ham,"Sorry, I'll call later",sms_spam
spam,Do you want a New Nokia 3510i Colour Phone Delivered Tomorrow? With 200 FREE minutes to any mobile + 100 FREE text + FREE camcorder Reply or Call 08000930705,sms_spam
ham,Huh but i cant go 2 ur house empty handed right?,sms_spam
ham,Good morning princess! Happy New Year!,sms_spam
spam,Congratulations YOU'VE Won. You're a Winner in our August £1000 Prize Draw. Call 09066660100 NOW. Prize Code 2309.,sms_spam
ham,"Aight, we'll head out in a few",sms_spam
ham,Then wat r u doing now? Busy wif work?,sms_spam
ham,I know you mood off today,sms_spam
ham,"Jay told me already, will do",sms_spam
ham,Cps is causing the outages to conserve energy.,sms_spam
ham,"I'm not sure, I was just checking out what was happening around the area",sms_spam
ham,Hey morning what you come to ask:-) pa...,sms_spam
ham,Jordan got voted out last nite!,sms_spam
ham,"That means you got an A in epi, she.s fine. She.s here now.",sms_spam
ham,I have no idea where you are,sms_spam
ham,Pls come quick cant bare this.,sms_spam
ham,Joy's father is John. Then John is the ____ of Joy's father. If u ans ths you hav  &lt;#&gt;  IQ. Tis s IAS question try to answer.,sms_spam
ham,"Call me. I m unable to cal. Lets meet bhaskar, and deep",sms_spam
ham,No. I.ll meet you in the library,sms_spam
ham,"K, my roommate also wants a dubsack and another friend may also want some so plan on bringing extra, I'll tell you when they know for sure",sms_spam
ham,Depends on individual lor e hair dresser say pretty but my parents say look gong. U kaypoh.. I also dunno wat she collecting.,sms_spam
ham,Ok c ü then.,sms_spam
ham,I enjoy watching and playing football and basketball. Anything outdoors. And you?,sms_spam
ham,"Can you please ask macho what his price range is, does he want something new or used plus it he only interfued in the blackberry bold  &lt;#&gt;  or any bb",sms_spam
ham,Sorry sent blank msg again. Yup but trying 2 do some serious studying now.,sms_spam
ham,Hey check it da. I have listed da.,sms_spam
spam,8007 25p 4 Alfie Moon's Children in Need song on ur mob. Tell ur m8s. Txt TONE CHARITY to 8007 for nokias or POLY CHARITY for polys :zed 08701417012 profit 2 charity ,sms_spam
ham,I meant as an apology from me for texting you to get me drugs at  &lt;#&gt; at night,sms_spam
ham,That means from february to april i'll be getting a place to stay down there so i don't have to hustle back and forth during audition season as i have since my sister moved away from harlem.,sms_spam
ham,Goin to workout lor... Muz lose e fats... ,sms_spam
ham,"Damn, poor zac doesn't stand a chance",sms_spam
ham,No message..no responce..what happend?,sms_spam
ham,I want to tel u one thing u should not mistake me k THIS IS THE MESSAGE THAT YOU SENT:),sms_spam
ham,Yeah right! I'll bring my tape measure fri!,sms_spam
ham,Still chance there. If you search hard you will get it..let have a try :),sms_spam
ham,Meeting u is my work. . . Tel me when shall i do my work tomorrow,sms_spam
ham,Should I head straight there or what,sms_spam
spam,Get the official ENGLAND poly ringtone or colour flag on yer mobile for tonights game! Text TONE or FLAG to 84199. Optout txt ENG STOP Box39822 W111WX £1.50,sms_spam
ham,Thank you princess! You are so sexy...,sms_spam
ham,Oooh I got plenty of those!,sms_spam
ham,Hui xin is in da lib.,sms_spam
ham,Its a big difference.  &lt;#&gt;  versus  &lt;#&gt;  every  &lt;#&gt; hrs,sms_spam
ham,"It's not that you make me cry. It's just that when all our stuff happens on top of everything else, it pushes me over the edge. You don't underdtand how often i cry over my sorry, sorry life.",sms_spam
ham,ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX,sms_spam
ham,You know what hook up means right?,sms_spam
spam,"Customer service announcement. We recently tried to make a delivery to you but were unable to do so, please call 07090298926 to re-schedule. Ref:9307622",sms_spam
ham,Wat's da model num of ur phone?,sms_spam
ham,He's really into skateboarding now despite the fact that he gets thrown off of it and winds up with bandages and shit all over his arms every five minutes,sms_spam
spam,"You can stop further club tones by replying ""STOP MIX"" See my-tone.com/enjoy. html for terms. Club tones cost GBP4.50/week. MFL, PO Box 1146 MK45 2WT (2/3)",sms_spam
ham,My house here e sky quite dark liao... If raining then got excuse not 2 run already rite... Hee...,sms_spam
ham,"Sorry, left phone upstairs. OK, might be hectic but would be all my birds with one fell swoop. It's a date.",sms_spam
ham,* Thought I didn't see you.,sms_spam
spam,wamma get laid?want real doggin locations sent direct to your mobile? join the UKs largest dogging network. txt dogs to 69696 now!nyt. ec2a. 3lp £1.50/msg.,sms_spam
ham,Carlos says we can pick up from him later so yeah we're set,sms_spam
ham,"Hey babe, my friend had to cancel, still up for a visit ?",sms_spam
ham,As per your request 'Maangalyam (Alaipayuthe)' has been set as your callertune for all Callers. Press *9 to copy your friends Callertune,sms_spam
ham,Hmm ill have to think about it... ok you're forgiven! =D,sms_spam
ham,"We are hoping to get away by 7, from Langport. You still up for town tonight?",sms_spam
ham,Want to send me a virtual hug?... I need one,sms_spam
ham,"Probably not, still going over some stuff here",sms_spam
ham,It has issues right now. Ill fix for her by tomorrow.,sms_spam
ham,Why i come in between you people,sms_spam
ham,Senthil group company Apnt 5pm.,sms_spam
ham,Oh really?? Did you make it on air? What's your talent?,sms_spam
ham,Studying. But i.ll be free next weekend.,sms_spam
ham,R u here yet? I'm wearing blue shirt n black pants.,sms_spam
ham,Wait.i will come out.. &lt;#&gt;  min:),sms_spam
ham,I will reach ur home in  &lt;#&gt;  minutes,sms_spam
ham,Well then you have a great weekend!,sms_spam
ham,"What are you doing in langport? Sorry, but I'll probably be in bed by 9pm. It sucks being ill at xmas! When do you and go2sri lanka? ",sms_spam
ham,"Frnd s not juz a word.....not merely a relationship.....its a silent promise which says ... "" I will be with YOU "" Wherevr.. Whenevr.. Forevr... Gudnyt dear..",sms_spam
ham,Huh? 6 also cannot? Then only how many mistakes?,sms_spam
ham,Ha... U jus ate honey ar? So sweet...,sms_spam
ham,I'm turning off my phone. My moms telling everyone I have cancer. And my sister won't stop calling. It hurts to talk. Can't put up with it. See u when u get home. Love u,sms_spam
ham,"Honey ? Sweetheart ? Darling ? Sexy buns ? Sugar plum ? Loverboy ? I miss you, boytoy ... *smacks your ass* Did you go to the gym too ?",sms_spam
ham,Thanks for loving me so. You rock,sms_spam
ham,Yeah imma come over cause jay wants to do some drugs,sms_spam
ham,Ok thanx... Take care then...,sms_spam
ham,Yup. Thk of u oso boring wat.,sms_spam
ham," came to look at the flat, seems ok, in his 50s? * Is away alot wiv work. Got woman coming at 6.30 too.",sms_spam
ham,Moji just informed me that you saved our lives. Thanks.,sms_spam
spam,You have won a Nokia 7250i. This is what you get when you win our FREE auction. To take part send Nokia to 86021 now. HG/Suite342/2Lands Row/W1JHL 16+,sms_spam
ham,Whos this am in class:-),sms_spam
ham,Hey r ü still online? I've finished the formatting...,sms_spam
ham,Great! So what attracts you to the brothas?,sms_spam
spam,Promotion Number: 8714714 - UR awarded a City Break and could WIN a £200 Summer Shopping spree every WK. Txt STORE to 88039 . SkilGme. TsCs087147403231Winawk!Age16 £1.50perWKsub,sms_spam
ham,Stupid.its not possible,sms_spam
ham,I cant pick the phone right now. Pls send a message,sms_spam
ham,LOL what happens in Vegas stays in vegas,sms_spam
ham,"Hello, hello, hi lou sorry it took so long 2 reply- I left mobile at friends in Lancaster, just got it bak Neway im sorry I couldnt make ur bday 2 hun!",sms_spam
ham,When did i use soc... I use it only at home... Ü dunno how 2 type it in word ar...,sms_spam
ham,Dad says hurry the hell up,sms_spam
ham,Wake me up at  &lt;#&gt;  am morning:),sms_spam
ham,"I get out of class in bsn in like  &lt;#&gt;  minutes, you know where advising is?",sms_spam
ham,Great! I shoot big loads so get ready!,sms_spam
ham,I'll meet you in the lobby,sms_spam
ham,You still coming tonight?,sms_spam
ham,What happen dear tell me,sms_spam
ham,"Sir, i am waiting for your call, once free please call me.",sms_spam
ham,No i am not having not any movies in my laptop,sms_spam
ham,I was about to do it when i texted. I finished a long time ago and showered and er'ything!,sms_spam
ham,Ok im not sure what time i finish tomorrow but i wanna spend the evening with you cos that would be vewy vewy lubly! Love me xxx,sms_spam
ham,"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",sms_spam
ham,I am in tirupur.  call you da.,sms_spam
spam,You are a winner you have been specially selected to receive £1000 cash or a £2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,sms_spam
ham,S:)but he had some luck.2 catches put down:),sms_spam
ham,How i noe... Did ü specify da domain as nusstu... Ü still in sch...,sms_spam
ham,Oh...i asked for fun. Haha...take care. ü,sms_spam
ham,Shall i get my pouch?,sms_spam
ham,Hey loverboy! I love you !! I had to tell ... I look at your picture and ache to feel you between my legs ... Fuck I want you ... I need you ... I crave you .,sms_spam
ham,"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",sms_spam
ham,Kent vale lor... Ü wait 4 me there ar?,sms_spam
ham,Ok. Very good. Its all about making that money.,sms_spam
ham,Reading gud habit.. Nan bari hudgi yorge pataistha ertini kano:-),sms_spam
ham,Aight do you still want to get money,sms_spam
spam,Free Top ringtone -sub to weekly ringtone-get 1st week free-send SUBPOLY to 81618-?3 per week-stop sms-08718727870,sms_spam
ham,Ok.ok ok..then..whats ur todays plan,sms_spam
ham,ARE YOU IN TOWN? THIS IS V. IMPORTANT,sms_spam
ham,"Sorry pa, i dont knw who ru pa?",sms_spam
ham,Wat u doing there?,sms_spam
ham,If i not meeting ü all rite then i'll go home lor. If ü dun feel like comin it's ok.,sms_spam
ham,"Oh, i will get paid. The most outstanding one is for a commercial i did for Hasbro...in AUGUST! They made us jump through so many hoops to get paid. Still not.",sms_spam
ham,"I am late,so call you tomorrow morning.take care sweet dreams....u and me...ummifying...bye.",sms_spam
ham,Networking technical support associate.,sms_spam
ham,I'm gonna rip out my uterus.,sms_spam
ham,Cool. Do you like swimming? I have a pool and jacuzzi at my house.,sms_spam
spam,"Thanks for your ringtone order, reference number X49. Your mobile will be charged 4.50. Should your tone not arrive please call customer services 09065989182. From: [colour=red]text[/colour]TXTstar",sms_spam
ham,"Yeah why not, is the gang all ready",sms_spam
ham,Blank is Blank. But wat is blank? Lol,sms_spam
ham,I'm in a movie... Collect car oredi...,sms_spam
ham,We left already we at orchard now.,sms_spam
spam,"Hi there, 2nights ur lucky night! Uve been invited 2 XCHAT, the Uks wildest chat! Txt CHAT to 86688 now! 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs",sms_spam
ham,Nothing spl..wat abt u and whr ru?,sms_spam
ham,No chikku nt yet.. Ya i'm free,sms_spam
ham,"Aldrine, rakhesh ex RTM here.pls call.urgent.",sms_spam
ham,The search 4 happiness is 1 of d main sources of unhappiness! Accept life the way it comes! U will find happiness in every moment u live.,sms_spam
ham,I'm at home. Please call,sms_spam
ham,"I guess you could be as good an excuse as any, lol.",sms_spam
ham,"Isn't frnd a necesity in life? imagine urself witout a frnd.. hw'd u feel at ur colleg? wat'll u do wth ur cell? wat abt functions? thnk abt events espe'll cared, missed &amp; irritated u? 4wrd it to all those dear-loving frnds wthout whom u cant live.. I jst did it.. Takecare..:) GOODMORNING",sms_spam
ham,Gud mrng dear hav a nice day,sms_spam
ham,Old Orchard near univ. How about you?,sms_spam
ham,"4 tacos + 1 rajas burrito, right?",sms_spam
ham,"It‘s £6 to get in, is that ok?",sms_spam
ham,Hows the street where the end of library walk is?,sms_spam
ham,"Plz note: if anyone calling from a mobile Co. &amp; asks u to type # &lt;#&gt;  or # &lt;#&gt; . Do not do so. Disconnect the call,coz it iz an attempt of 'terrorist' to make use of the sim card no. Itz confirmd by nokia n motorola n has been verified by CNN IBN.",sms_spam
ham,We stopped to get ice cream and will go back after,sms_spam
ham,Did you stitch his trouser,sms_spam
ham,No da. . Vijay going to talk in jaya tv,sms_spam
spam,2/2 146tf150p,sms_spam
ham,Hey i'm bored... So i'm thinking of u... So wat r u doing?,sms_spam
ham,"Nah, Wednesday. When should I bring the mini cheetos bag over?",sms_spam
ham,Nobody names their penis a girls name this story doesn't add up at all,sms_spam
ham,"Aight, let me know when you're gonna be around usf",sms_spam
ham,I'm not. She lip synced with shangela.,sms_spam
ham,Ü neva tell me how i noe... I'm not at home in da aft wat... ,sms_spam
ham,"A bit of Ur smile is my hppnss, a drop of Ur tear is my sorrow, a part of Ur heart is my life, a heart like mine wil care for U, forevr as my GOODFRIEND",sms_spam
spam,Dear Voucher Holder 2 claim your 1st class airport lounge passes when using Your holiday voucher call 08704439680. When booking quote 1st class x 2,sms_spam
ham,"Buzz! Hey, my Love ! I think of you and hope your day goes well. Did you sleep in ? I miss you babe. I long for the moment we are together again*loving smile*",sms_spam
ham,"Haha... Sounds crazy, dunno can tahan anot...",sms_spam
ham,Why are u up so early?,sms_spam
ham,Ya that one is slow as poo,sms_spam
spam,Bloomberg -Message center +447797706009 Why wait? Apply for your future http://careers. bloomberg.com,sms_spam
ham,Im on gloucesterroad what are uup to later?,sms_spam
ham,Yes:)here tv is always available in work place..,sms_spam
spam,YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,sms_spam
ham,Lol no ouch but wish i'd stayed out a bit longer,sms_spam
ham,"GOD ASKED, ""What is forgiveness?"" A little child gave lovely reply, ""It is d wonderful fruit that a tree gives when it is being hurt by a stone.. Good night......",sms_spam
ham,We'll join the  &lt;#&gt;  bus,sms_spam
ham,Was just about to ask. Will keep this one. Maybe that's why you didn't get all the messages we sent you on glo,sms_spam
spam,FREE for 1st week! No1 Nokia tone 4 ur mob every week just txt NOKIA to 8007 Get txting and tell ur mates www.getzed.co.uk POBox 36504 W45WQ norm150p/tone 16+,sms_spam
ham,K.i will send in  &lt;#&gt;  min:),sms_spam
ham,Would me smoking you out help us work through this difficult time,sms_spam
spam,"Someone U know has asked our dating service 2 contact you! Cant guess who? CALL 09058095107 NOW all will be revealed. POBox 7, S3XY 150p ",sms_spam
ham,Yes.mum lookin strong:),sms_spam
ham,"Sir Goodmorning, Once free call me.",sms_spam
ham,Where are you call me.,sms_spam
ham,Was gr8 to see that message. So when r u leaving? Congrats dear. What school and wat r ur plans.,sms_spam
ham,Love it! The girls at the office may wonder why you are smiling but sore...,sms_spam
ham,"Hi, wlcome back, did wonder if you got eaten by a lion or something, nothing much",sms_spam
ham,Does uncle timi help in clearing cars,sms_spam
ham,I came hostel. I m going to sleep. Plz call me up before class. Hrishi.,sms_spam
ham,Ok... But bag again..,sms_spam
ham,Hi! You just spoke to MANEESHA V. We'd like to know if you were satisfied with the experience. Reply Toll Free with Yes or No.,sms_spam
ham,Ok lor. Msg me b4 u call.,sms_spam
spam,"Mila, age23, blonde, new in UK. I look sex with UK guys. if u like fun with me. Text MTALK to 69866.18 . 30pp/txt 1st 5free. £1.50 increments. Help08718728876",sms_spam
ham,"Once a fishrman woke early in d mrng. It was very dark. He waited a while &amp; found a sack ful of stones. He strtd throwin thm in2 d sea 2 pass time. Atlast he had jus 1stone, sun rose up &amp; he found out tht those r nt stones, those were diamonds. Moral:""Dont wake up early in d mrng'' GOOD night",sms_spam
spam,"Claim a 200 shopping spree, just call 08717895698 now! Have you won! MobStoreQuiz10ppm",sms_spam
ham,Then ur physics get a-?,sms_spam
ham,"Dear friends, sorry for the late information. Today is the birthday of our loving Ar.Praveesh. for more details log on to face book and see. Its his number + &lt;#&gt; . Dont miss a delicious treat.",sms_spam
ham,How r ü going to send it to me?,sms_spam
ham,Can you do online transaction?,sms_spam
ham,Dear got train and seat mine lower seat,sms_spam
ham,Let me know if you need anything else. Salad or desert or something... How many beers shall i get?,sms_spam
ham,Wat r u doing?,sms_spam
ham,WHORE YOU ARE UNBELIEVABLE.,sms_spam
spam,"Want to funk up ur fone with a weekly new tone reply TONES2U 2 this text. www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply",sms_spam
ham,"Are you sure you don't mean ""get here, we made you hold all the weed""",sms_spam
ham,"I love you !!! You know? Can you feel it? Does it make your belly warm? I wish it does, my love ... I shall meet you in your dreams, Ahmad ... *adoring kiss*",sms_spam
spam,"Twinks, bears, scallies, skins and jocks are calling now. Don't miss the weekend's fun. Call 08712466669 at 10p/min. 2 stop texts call 08712460324(nat rate)",sms_spam
ham,Love it! I want to flood that pretty pussy with cum...,sms_spam
ham,Hey are you angry with me. Reply me dr.,sms_spam
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",sms_spam
ham,Also remember the beads don't come off. Ever.,sms_spam
ham,They have a thread on the wishlist section of the forums where ppl post nitro requests. Start from the last page and collect from the bottom up.,sms_spam
ham,For The First Time In The History 'Need' 'Comfort' And 'Luxury' Are Sold At Same Price In India..!! Onion-Rs. &lt;#&gt;  Petrol-Rs. &lt;#&gt;  Beer-Rs. &lt;#&gt;  SHESIL  &lt;#&gt;,sms_spam
ham,"Feb  &lt;#&gt;  is ""I LOVE U"" day. Send dis to all ur ""VALUED FRNDS"" evn me. If 3 comes back u'll gt married d person u luv! If u ignore dis u will lose ur luv 4 Evr",sms_spam
ham,"Actually nvm, got hella cash, we still on for  &lt;#&gt; ish?",sms_spam
spam,We tried to contact you re your reply to our offer of a Video Handset? 750 anytime any networks mins? UNLIMITED TEXT? Camcorder? Reply or call 08000930705 NOW,sms_spam
ham,"It's ok, at least armand's still around",sms_spam
ham,No da. I am happy that we sit together na,sms_spam
ham,Yup song bro. No creative. Neva test quality. He said check review online.,sms_spam
ham,"No dude, its not fake..my frnds got money, thts y i'm reffering u..if u member wit my mail link, u vl be credited  &lt;#&gt; rs and il be getiing  &lt;#&gt; rs..i can draw my acc wen it is  &lt;#&gt; rs..",sms_spam
ham,Dude while were makin those weirdy brownies my sister made awesome cookies. I took pics.,sms_spam
spam,URGENT! We are trying to contact you. Last weekends draw shows that you have won a £900 prize GUARANTEED. Call 09061701851. Claim code K61. Valid 12hours only,sms_spam
ham,Pls dont restrict her from eating anythin she likes for the next two days.,sms_spam
ham,Mm you ask him to come its enough :-),sms_spam
ham,At the funeral home with Audrey and dad,sms_spam
ham,"Aight, can you text me the address?",sms_spam
ham,Excellent! Wish we were together right now!,sms_spam
ham,Yep then is fine 7.30 or 8.30 for ice age.,sms_spam
ham,Pls i wont belive god.not only jesus.,sms_spam
ham,Can. Dunno wat to get 4 her...,sms_spam
ham,"Not yet chikku..k, then wat abt tht guy did he stopped irritating or msging to u..",sms_spam
ham,How long does it take to get it.,sms_spam
ham,This is my number by vivek..,sms_spam
spam,74355 XMAS iscoming & ur awarded either £500 CD gift vouchers & free entry 2 r £100 weekly draw txt MUSIC to 87066 TnC,sms_spam
ham,"sorry brah, just finished the last of my exams, what up",sms_spam
ham,"I got arrested for possession at, I shit you not,  &lt;TIME&gt;  pm",sms_spam
ham,You are right though. I can't give you the space you want and need. This is really starting to become an issue. I was going to suggest setting a definite move out--if i'm still there-- after greece. But maybe you are ready and should do it now.,sms_spam
ham,Just normal only here :),sms_spam
ham,"Please protect yourself from e-threats. SIB never asks for sensitive information like Passwords,ATM/SMS PIN thru email. Never share your password with anybody.",sms_spam
ham,I miss you so much I'm so desparate I have recorded the message you left for me the other day and listen to it just to hear the sound of your voice. I love you,sms_spam
ham,Hi. I'm always online on yahoo and would like to chat with you someday,sms_spam
ham,"Goodmorning,my grandfather expired..so am on leave today.",sms_spam
spam,Congratulations U can claim 2 VIP row A Tickets 2 C Blu in concert in November or Blu gift guaranteed Call 09061104276 to claim TS&Cs www.smsco.net cost£3.75max ,sms_spam
ham,Where are you ? What are you doing ? Are yuou working on getting the pc to your mom's ? Did you find a spot that it would work ? I need you,sms_spam
ham,"Sure, I'll see if I can come by in a bit",sms_spam
ham,I agree. So i can stop thinkin about ipad. Can you please ask macho the same question.,sms_spam
ham,Let's pool our money together and buy a bunch of lotto tickets. If we win I get &lt;#&gt; % u get &lt;#&gt; %. Deal?,sms_spam
ham,Ok.,sms_spam
ham,I had askd u a question some hours before. Its answer,sms_spam
ham,Watching tv lor. Nice one then i like lor.,sms_spam
ham,I'm thinking that chennai forgot to come for auction..,sms_spam
ham,Then ü come n pick me at 530 ar?,sms_spam
ham,Early bird! Any purchases yet?,sms_spam
ham,Went to pay rent. So i had to go to the bank to authorise the payment.,sms_spam
ham,"Erm … ill pick you up at about 6.45pm. That'll give enough time to get there, park and that.",sms_spam
ham,HEY MATE! HOWS U HONEY?DID U AVE GOOD HOLIDAY? GIMMI DE GOSS!x,sms_spam
ham,Howz pain.it will come down today.do as i said ystrday.ice and medicine.,sms_spam
ham,"chile, please! It's only a  &lt;DECIMAL&gt;  hour drive for me. I come down all the time and will be subletting feb-april for audition season.",sms_spam
ham,Yes ammae....life takes lot of turns you can only sit and try to hold the steering...,sms_spam
ham,"Yeah that's what I thought, lemme know if anything's goin on later",sms_spam
ham,Mmmm.... I cant wait to lick it!,sms_spam
ham,Pls go there today  &lt;#&gt; . I dont want any excuses,sms_spam
spam,"Fantasy Football is back on your TV. Go to Sky Gamestar on Sky Active and play £250k Dream Team. Scoring starts on Saturday, so register now!SKY OPT OUT to 88088",sms_spam
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,sms_spam
ham,U in town alone?,sms_spam
ham,I to am looking forward to all the sex cuddling.. Only two more sleeps ,sms_spam
ham,We have all rounder:)so not required:),sms_spam
ham,"No, its true..k,Do u knw dis no. &lt;#&gt; ?",sms_spam
ham,"Dont worry, 1 day very big lambu ji vl come..til then enjoy batchlor party:-)",sms_spam
ham,oh ya... Got hip hop open. Haha i was thinking can go for jazz then zoom to cine... Actually tonight i'm free leh... And there's a kb lesson tonight,sms_spam
spam,Free msg: Single? Find a partner in your area! 1000s of real people are waiting to chat now!Send CHAT to 62220Cncl send STOPCS 08717890890£1.50 per msg,sms_spam
ham,I'm ok. Will do my part tomorrow,sms_spam
ham,"No! But we found a diff farm shop to buy some cheese. On way back now, can i call in?",sms_spam
ham,R u still working now?,sms_spam
spam,"Win the newest Harry Potter and the Order of the Phoenix (Book 5) reply HARRY, answer 5 questions - chance to be the first among readers!",sms_spam
ham,Yep. I do like the pink furniture tho.,sms_spam
spam,Free Msg: Ringtone!From: http://tms. widelive.com/index. wml?id=1b6a5ecef91ff9*37819&first=true18:0430-JUL-05,sms_spam
ham,"Customer place, i wil cal u sir.",sms_spam
spam,"Oh my god! I've found your number again! I'm so glad, text me back xafter this msgs cst std ntwk chg £1.50",sms_spam
ham,A pure hearted person can have a wonderful smile that makes even his/her enemies to feel guilty for being an enemy.. So catch the world with your smile..:) GOODMORNING &amp; HAVE A SMILEY SUNDAY..:),sms_spam
ham,"THATS ALRITE GIRL, U KNOW GAIL IS NEVA WRONG!!TAKE CARE SWEET AND DONT WORRY.C U L8TR HUN!LOVE Yaxxx",sms_spam
ham,"Theoretically yeah, he could be able to come",sms_spam
ham,"Alright we're hooked up, where you guys at",sms_spam
ham,"not that I know of, most people up here are still out of town",sms_spam
ham,No let me do the math. Your not good at it.,sms_spam
ham,Oh ok wait 4 me there... My lect havent finish,sms_spam
ham,Yeah my usual guy's out of town but there're definitely people around I know,sms_spam
ham,I am joining today formally.Pls keep praying.will talk later.,sms_spam
ham,"Happy or sad , one thing about past is- ""Its no more"" GOOD MORNING :-):-).",sms_spam
ham,No. Did you multimedia message them or e-mail?,sms_spam
ham,Okie but i scared u say i fat... Then u dun wan me already...,sms_spam
ham,did u get that message,sms_spam
ham,"Sorry sir, i will call you tomorrow.  senthil.hsbc",sms_spam
ham,What you need. You have a person to give na.,sms_spam
ham,She left it very vague. She just said she would inform the person in accounting about the delayed rent and that i should discuss with the housing agency about my renting another place. But checking online now and all places around usc are  &lt;#&gt;  and up,sms_spam
ham,Hi juan. Im coming home on fri hey. Of course i expect a welcome party and lots of presents. Ill phone u when i get back. Loads of love nicky x x x x x x x x x,sms_spam
ham,Can you plz tell me the ans. BSLVYL sent via fullonsms.com,sms_spam
ham,"Short But Cute: ""Be a good person, but dont try to prove it.."" .Gud noon....",sms_spam
ham,"Gumby's has a special where a  &lt;#&gt; "" cheese pizza is $2 so I know what we're doin tonight",sms_spam
spam,A link to your picture has been sent. You can also use http://alto18.co.uk/wave/wave.asp?o=44345,sms_spam
ham,Like a personal sized or what,sms_spam
ham,"Same, I'm at my great aunts anniversary party in tarpon springs",sms_spam
ham,Cab is available.they pick up and drop at door steps.,sms_spam
ham,ok....take care.umma to you too...,sms_spam
ham,Unlimited texts. Limited minutes.,sms_spam
spam,"Double Mins & 1000 txts on Orange tariffs. Latest Motorola, SonyEricsson & Nokia with Bluetooth FREE! Call MobileUpd8 on 08000839402 or call2optout/HF8",sms_spam
ham,No problem. We will be spending a lot of quality time together...,sms_spam
spam,URGENT This is our 2nd attempt to contact U. Your £900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893. ACL03530150PM,sms_spam
ham,Have you heard from this week?,sms_spam
spam,Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,sms_spam
ham,Yes. Last  practice,sms_spam
spam,tells u 2 call 09066358152 to claim £5000 prize. U have 2 enter all ur mobile & personal details @ the prompts. Careful!,sms_spam
ham,No. Thank you. You've been wonderful,sms_spam
ham,Otherwise had part time job na-tuition..,sms_spam
ham,Ü mean it's confirmed... I tot they juz say oni... Ok then... ,sms_spam
ham,Okie,sms_spam
ham,That depends. How would you like to be treated? :),sms_spam
ham,"Right on brah, see you later",sms_spam
ham,Waiting in e car 4 my mum lor. U leh? Reach home already?,sms_spam
spam,Your 2004 account for 07XXXXXXXXX shows 786 unredeemed points. To claim call 08719181259 Identifier code: XXXXX Expires 26.03.05,sms_spam
spam,Do you want a new video handset? 750 anytime any network mins? Half Price Line Rental? Camcorder? Reply or call 08000930705 for delivery tomorrow,sms_spam
ham,Went fast asleep dear.take care.,sms_spam
ham,No that just means you have a fat head,sms_spam
ham,Sounds like a plan! Cardiff is still here and still cold! I'm sitting on the radiator!,sms_spam
ham,Serious? What like proper tongued her,sms_spam
ham,She.s good. She was wondering if you wont say hi but she.s smiling now. So how are you coping with the long distance,sms_spam
ham,How i noe... She's in da car now... Later then c lar... I'm wearing shorts...,sms_spam
spam,You have an important customer service announcement. Call FREEPHONE 0800 542 0825 now!,sms_spam
ham,Yeah whatever lol,sms_spam
ham,Today is ACCEPT DAY..U Accept me as? Brother Sister Lover Dear1 Best1 Clos1 Lvblefrnd Jstfrnd Cutefrnd Lifpartnr Belovd Swtheart Bstfrnd No rply means enemy,sms_spam
